#;Código;País;Partida;Descripción;Peso Neto Kg.;Valor FOB USD.;fechaInicio;fechaFinal
7060;FI;Finlandia;8515900000;PARTES DE MÁQUINAS Y APARATOS PARA SOLDAR;11.12;1150.79;01/01/2023;30/09/2023
7061;ES;España;8409914000;ÉMBOLOS (PISTONES) PARA MOTORES DE LA PARTIDA N°84.07;4.37;1148.26;01/01/2023;30/09/2023
7062;AT;Austria;8306290000;DEMÁS ESTATUILLAS Y ARTÍCULOS DE ADORNO;22.52;1144.65;01/01/2023;30/09/2023
7063;CZ;República Checa;2501009990;OTRAS SALES EXCEPTO DE AGUA DE MAR;478.8;1140;01/01/2023;30/09/2023
7064;LV;Letonia;6110201090;"LOS DEMÁS SUÉTERES (JERSEYS) DE ALGODÓN; A EXCEPCIÓN DE LOS CON CUELLO DE CISNE (SOUS PULL, TURTLE NECK).";10.92;1133.06;01/01/2023;30/09/2023
7065;SE;Suecia;9022900000;LOS DEMÁS, INCLUIDAS LAS PARTES Y ACCESORIOS;2.73;1123.21;01/01/2023;30/09/2023
7066;IT;Italia;1106209000;HARINA, SÉMOLA Y POLVO DE SAGU O DE LAS RAÍCES O TUBÉRCULOS DE LA PARTIDAS 07.14;178.99;1121.96;01/01/2023;30/09/2023
7067;NL;Países Bajos (Holanda);8536901000;APARATOS DE EMPALME O CONEXIÓN PARA UNA TENSIÓN <= A 260 V E INTENSIDAD <= 30 A;9.79;1107.92;01/01/2023;30/09/2023
7068;NL;Países Bajos (Holanda);8421230000;APARATOS PARA FILTRAR LUBRICANTES O CARBURANTES EN LOS MOTORES DE ENCENDIDO POR CHISPA O COMPRESIÓN;9.69;1100.62;01/01/2023;30/09/2023
7069;NL;Países Bajos (Holanda);9026109000;LOS DEMÁS INSTRUMENTOS Y APARATOS QUE NO SEAN ELÉCTRICOS O ELECTRÓNICOS PARA MEDIDA O CONTROL;9.72;1100.08;01/01/2023;30/09/2023
7070;ES;España;2506100000;CUARZO;44;1100;01/01/2023;30/09/2023
7071;BE;Bélgica;6211420000;CONJUNTO DE ABRIGO PARA ENTRENAMIENTO O DEPORTE, Y DEMÁS PRENDAS DE VESTIR PARA MUJERES O NIÑAS, DE ALGODÓN;12;1099.56;01/01/2023;30/09/2023
7072;NL;Países Bajos (Holanda);6103420000;PANTALONES LARGOS, PANTALONES CON PETO, PANTALONES CORTOS (CALZÓN) Y SHORTS DE PUNTO, PARA HOMBRES O NIÑOS, DE ALGODÓN;16;1092.8;01/01/2023;30/09/2023
7073;FR;Francia;6403590000;LOS DEMÁS CALZADOS CON PARTE SUPERIOR Y SUELA DE CUERO NATURAL;3.67;1091.67;01/01/2023;30/09/2023
7074;DK;Dinamarca;8471602000;TECLADOS, DISPOSITIVOS POR COORDENADAS X-Y;391.29;1090.4;01/01/2023;30/09/2023
7075;IT;Italia;811909300;LÚCUMA (LÚCUMA OBOVATA);514;1082.48;01/01/2023;30/09/2023
7076;ES;España;6110119090;"LOS DEMÁS SUÉTERES (JERSEYS), «PULLOVERS», CARDIGANES, CHALECOS Y ARTÍCULOS SIMILARES, DE PUNTO Y DE LANA; A EXCEPCIÓN DE LOS CON CUELLO DE CISNE (SOUS PULL, TURTLE NECK).";12.92;1075;01/01/2023;30/09/2023
7077;DE;Alemania;6110301000;SUÉTERES, PULLOVERS, CARDIGANS, CHALECOS Y ARTÍCULOS SIMILARES DE FIBRAS ACRÍLICAS O MODACRÍLICAS;18.41;1066;01/01/2023;30/09/2023
7078;FR;Francia;6115940000;DEMÁS, CALCETINES Y DEMÁS ARTÍCULOS DE CALCETERÍA DE LANA O PELO FINO;25.28;1060;01/01/2023;30/09/2023
7079;PL;Polonia;6913900000;LAS DEMÁS ESTATUILLAS Y DEMÁS ARTÍCULOS PARA ADORNOS DE CERÁMICA;11.23;1060;01/01/2023;30/09/2023
7080;SE;Suecia;9027109000;ANALIZADORES DE GASES O HUMOS QUE NO SEAN ELÉCTRICOS O ELECTRÓNICOS;4.37;1056;01/01/2023;30/09/2023
7081;FR;Francia;6204520000;FALDAS Y FALDAS PANTALÓN, PARA MUJERES O NIÑAS, DE ALGODÓN;23.03;1051.3;01/01/2023;30/09/2023
7082;IE;Irlanda (Eire);8517710000;"ANTENAS Y REFLECTORES DE ANTENA DE CUALQUIER TIPO; PARTES IDENTIFICABLES PARA SER UTILIZADAS CON DICHOS ARTÍCULOS";6.13;1050.85;01/01/2023;30/09/2023
7083;SE;Suecia;7315900000;LAS DEMÁS PARTES DE CADENAS DE FUNDICIÓN DE HIERRO O ACERO;48.62;1041.51;01/01/2023;30/09/2023
7084;SE;Suecia;8467290000;LAS DEMÁS HERRAMIENTAS CON MOTOR ELÉCTRICO INCORPORADO;32.19;1036.8;01/01/2023;30/09/2023
7085;ES;España;6203430000;PANTALONES LARGOS, PANTALONES CORTOS CON PETO, PANTALONES CORTOS(CALZONES) Y SHORTS, PARA HOMBRES Y NIÑOS, DE FIBRA SINTÉTICA;32.38;1036.6;01/01/2023;30/09/2023
7086;SE;Suecia;7228609000;LAS DEMÁS BARRAS EXCEPTO DE SECCIÓN CIRCULAR, DE DIÁMETRO INFERIOR O IGUAL A 100 MM;32.12;1034.69;01/01/2023;30/09/2023
7087;ES;España;6211420000;CONJUNTO DE ABRIGO PARA ENTRENAMIENTO O DEPORTE, Y DEMÁS PRENDAS DE VESTIR PARA MUJERES O NIÑAS, DE ALGODÓN;19.01;1034.4;01/01/2023;30/09/2023
7088;GR;Grecia;6104230000;CONJUNTOS DE PUNTO PARA MUJERES O NIÑAS, DE FIBRAS SINTÉTICAS;12.41;1033.5;01/01/2023;30/09/2023
7089;ES;España;709991000;MAÍZ DULCE (ZEA MAYS VAR. SACCHARATA);350;1032.5;01/01/2023;30/09/2023
7090;DE;Alemania;6114909000;LAS DEMÁS PRENDAS DE VESTIR DE PUNTO EXCEPTO DE ALGODÓN, FIBRAS SINTÉTICAS O ARTIFICIALES Y LANA O PELO FINO;4.29;1030.4;01/01/2023;30/09/2023
7091;ES;España;8518400000;AMPLIFICADORES ELÉCTRICOS DE AUDIOFRECUENCIA;62.75;1021;01/01/2023;30/09/2023
7092;IT;Italia;4202220000;BOLSOS DE MANO, INCLUSO CON BANDOLERA O SIN ASAS CON LA SUPERFICIE EXTERIOR DE HOJAS DE PLÁSTICO;21.59;1015.98;01/01/2023;30/09/2023
7093;DE;Alemania;6303910000;LOS DEMÁS VISILLOS Y CORTINAS, GUARDAMALLETAS Y RODAPIÉS, DE ALGODÓN;14.4;1010;01/01/2023;30/09/2023
7094;FR;Francia;8431439000;LAS DEMÁS PARTES DE MÁQUINAS DE SONDEO O PERFORACIÓN;7;1010;01/01/2023;30/09/2023
7095;IT;Italia;6203320000;CHAQUETAS (SACOS) PARA HOMBRES O NIÑOS, DE ALGODÓN;4.41;1008;01/01/2023;30/09/2023
7096;ES;España;813200000;CIRUELAS SECAS;346;1005.22;01/01/2023;30/09/2023
7097;ES;España;8535100000;FUSIBLES Y CORTACIRCUITOS DE FUSIBLE PARA UNA TENSIÓN SUPERIOR A 1000 VOLTIOS;87.13;1004.6;01/01/2023;30/09/2023
7098;DE;Alemania;9608992920;PUNTAS DE ROTULADORES Y MARCADORES CON PUNTA DE FIELTRO U OTRA PUNTA POROSA;141.64;1000.76;01/01/2023;30/09/2023
7099;CZ;República Checa;9503009300;JUGUETES QUE REPRESENTEN ANIMALES O SERES NO HUMANOS;17.54;1000;01/01/2023;30/09/2023
7100;ES;España;3301299000;LOS DEMÁS ACEITES ESENCIALES, EXCEPTO LOS DE AGRIOS (CÍTRICOS).;5;1000;01/01/2023;30/09/2023
7101;SE;Suecia;1212920000;CAÑA DE AZÚCAR FRESCA, REFRIGERADA, CONGELADA O SECA;200;1000;01/01/2023;30/09/2023
7102;CZ;República Checa;4202220000;BOLSOS DE MANO, INCLUSO CON BANDOLERA O SIN ASAS CON LA SUPERFICIE EXTERIOR DE HOJAS DE PLÁSTICO;22.25;998;01/01/2023;30/09/2023
7103;ES;España;6804210000;LAS DEMÁS MUELAS Y ARTÍCULOS SIMILARES DE DIAMANTE NATURAL O SINTÉTICO AGLOMERADO PARA AFILAR,TRITURAR,DESFIBRAR, AFILAR, CORTAR O TROCEAR;63.9;991.72;01/01/2023;30/09/2023
7104;NL;Países Bajos (Holanda);8204110000;LLAVES DE AJUSTE DE MANO DE BOCA FIJA;73.77;988.65;01/01/2023;30/09/2023
7105;ES;España;8528520000;APTOS PARA SER CONECTADOS DIRECTAMENTE Y DISEÑADOS PARA SER UTILIZADOS CON UNA MÁQUINA AUTOMÁTICA PARA TRATAMIENTO O PROCESAMIENTO DE DATOS DE LA PARTIDA 84.71;105.74;980.76;01/01/2023;30/09/2023
7106;FR;Francia;6914900000;LAS DEMÁS MANUFACTURAS DE CERÁMICA;25.67;977.2;01/01/2023;30/09/2023
7107;SE;Suecia;4421999000;LAS DEMÁS MANUFACTURAS DE MADERA;45.55;975.73;01/01/2023;30/09/2023
7108;PL;Polonia;4202210000;BOLSOS DE MANO, INCL. C/BANDOLERA O SIN ASA CON LA SUPERFICIE EXTERIOR DE CUERO;10.33;975;01/01/2023;30/09/2023
7109;AT;Austria;7116200000;MANUFACTURAS DE PIEDRAS PRECIOSAS O SEMIPRECIOSAS (NATURALES, SINTÉTICAS O RECONSTITUIDAS);19.15;973.08;01/01/2023;30/09/2023
7110;NL;Países Bajos (Holanda);4205009090;"LAS DEMÁS MANUFACTURAS DE CUERO NATURAL O CUERO REGENERADO; A EXCEPCIÓN DE LOS ARTÍCULOS PARA USOS TÉCNICOS DE CUERO NATURAL O CUERO REGENERADO.";25.08;972.4;01/01/2023;30/09/2023
7111;NL;Países Bajos (Holanda);8413309100;BOMBAS DE CARBURANTE PARA MOTORES DE ENCENDIDO POR CHISPA O COMPRESIÓN;8.57;970.11;01/01/2023;30/09/2023
7112;GB;Reino Unido;6914900000;LAS DEMÁS MANUFACTURAS DE CERÁMICA;26.17;962.92;01/01/2023;30/09/2023
7113;BE;Bélgica;6106100090;LAS DEMÁS CAMISAS, BLUSAS DE PUNTO DE ALGODÓN, PARA MUJERES O NIÑAS;13.72;960;01/01/2023;30/09/2023
7114;GB;Reino Unido;6104430000;VESTIDOS DE PUNTO PARA MUJERES O NIÑAS, DE FIBRAS SINTÉTICAS;11.83;960;01/01/2023;30/09/2023
7115;SE;Suecia;9017300000;MICRÓMETROS, PIES DE REY, CALIBRADORES Y GALGAS;3.97;958.75;01/01/2023;30/09/2023
7116;GB;Reino Unido;1404909090;LOS DEMÁS PRODUCTOS VEGETALES NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE EXCEPTO LÍNTERES DE ALGODÓN, ACHIOTE EN POLVO (ONOTO, BIJA), TARA EN POLVO (CAESALPINEA SPINOSA) Y MATERIAS VEGETALES DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE PARA RELLENO, INCLUSO EN CAPAS AUN CON SOPORTE DE OTRAS MATERIAS, EXCEPTO KAPOK.;240;956.22;01/01/2023;30/09/2023
7117;NL;Países Bajos (Holanda);1212920000;CAÑA DE AZÚCAR FRESCA, REFRIGERADA, CONGELADA O SECA;150.19;955.77;01/01/2023;30/09/2023
7118;NL;Países Bajos (Holanda);6403999000;LOS DEMÁS CALZADOS CON PALMILLA O PLATAFORMA DE MADERA, SIN PLANTILLAS NI PUNTERA METÁLICA DE PROTECCIÓN;20.9;953;01/01/2023;30/09/2023
7119;SE;Suecia;9031900000;PARTES Y ACCESORIOS DE INSTRUMENTOS, APARATOS Y MÁQUINAS DE MEDIDA O CONTROL, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE DE ESTE CAPÍTULO;3.93;950.4;01/01/2023;30/09/2023
7120;ES;España;8470500000;CAJAS REGISTRADORAS;35.5;945.76;01/01/2023;30/09/2023
7121;BE;Bélgica;6110900000;SUÉTERES, PULLOVERS, CARDIGANS, CHALECOS Y ARTÍCULOS SIMILARES DE LAS DEMÁS MATERIAS TEXTILES;1.11;945.36;01/01/2023;30/09/2023
7122;SE;Suecia;6307909000;LOS DEMÁS ARTÍCULOS CONFECCIONADOS;19.37;944.99;01/01/2023;30/09/2023
7123;ES;España;8518220000;VARIOS ALTAVOCES (ALTOPARLANTES) MONTADOS EN UNA MISMA CAJA;58.02;944;01/01/2023;30/09/2023
7124;DE;Alemania;8214100000;CORTAPAPELES, ABRECARTAS, RASPADORES, SACAPUNTAS Y SUS CUCHILLAS;10.87;942.65;01/01/2023;30/09/2023
7125;CZ;República Checa;1211909091;LAS DEMÁS PLANTAS, PARTES DE PLANTAS, SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA USOS INSECTICIDAS, PARASITICIDAS O SIMILARES REFRIGERADOS, CONGELADOS;205.6;942.4;01/01/2023;30/09/2023
7126;BE;Bélgica;6103420000;PANTALONES LARGOS, PANTALONES CON PETO, PANTALONES CORTOS (CALZÓN) Y SHORTS DE PUNTO, PARA HOMBRES O NIÑOS, DE ALGODÓN;13.69;932.36;01/01/2023;30/09/2023
7127;IT;Italia;2106909000;PREPARACIONES ALIMENTICIAS NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE LAS DEMÁS;174.83;929.11;01/01/2023;30/09/2023
7128;IT;Italia;809400000;CIRUELAS Y ENDRINAS, FRESCAS;339.79;927.84;01/01/2023;30/09/2023
7129;EE;Estonia;9404900000;LOS DEMÁS ARTÍCULOS DE CAMA Y SIMILARES (EJ. CUBREPIÉS, EDREDONES, COJINES, PUFES, ALMOHADAS);4.63;925.24;01/01/2023;30/09/2023
7130;GB;Reino Unido;6114300000;LAS DEMÁS PRENDAS DE VESTIR DE PUNTO DE FIBRAS SINTÉTICAS O ARTIFICIALES;13.72;925;01/01/2023;30/09/2023
7131;NL;Países Bajos (Holanda);8529909090;LOS DEMÁS;40.85;923.88;01/01/2023;30/09/2023
7132;ES;España;7013220000;RECIPIENTES CON PIE PARA BEBER, EXCEPTO LOS DE VITROCERÁMICA DE CRISTAL AL PLOMO;47.66;920;01/01/2023;30/09/2023
7133;FR;Francia;9401690000;LOS DEMÁS ASIENTOS CON ARMAZÓN DE MADERA;95;915;01/01/2023;30/09/2023
7134;DE;Alemania;9031809000;LOS DEMÁS INSTRUMENTOS, APARATOS Y MÁQUINAS DE MEDIDA DE CONTROL, EXCEPTO LOS APARATOS PARA REGULAR LOS MOTORES DE VEHÍCULOS DEL CAPÍTULO 87 (SINCROSCOPIOS) Y PLANÍMETROS;4.17;914.8;01/01/2023;30/09/2023
7135;SE;Suecia;6104320000;CHAQUETAS DE PUNTO PARA MUJERES O NIÑAS, DE ALGODÓN;6.77;913.8;01/01/2023;30/09/2023
7136;DK;Dinamarca;8504401000;UNIDADES DE ALIMENTACIÓN ESTABILIZADA (UPS);448.73;910.6;01/01/2023;30/09/2023
7137;DE;Alemania;8536419000;LOS DEMÁS RELÉS PARA UNA TENSIÓN INFERIOR O IGUAL A 60 V PARA CORRIENTE NOMINAL SUPERIOR A 30 A;28.61;896.57;01/01/2023;30/09/2023
7138;NL;Países Bajos (Holanda);9026900000;PARTES Y ACCESORIOS DE INSTRUMENTOS Y APARATOS PARA LA MEDIDA O CONTROL DEL CAUDAL, NIVEL, PRESIÓN U OTRAS CARACTERÍSTICAS VARIABLES DE LÍQUIDOS O GASES;7.89;892.62;01/01/2023;30/09/2023
7139;IT;Italia;2106902900;PREPARACIONES COMPUESTAS CUYO GRADO ALCOHÓLICO VOLUMÉTRICO SEA INFERIOR O IGUAL AL 0,5% VOL, PARA LA ELABORACIÓN DE BEBIDAS EXCEPTO PRESENTADAS EN ENVASES ACONDICIONADOS PARA LA VENTA AL POR MENOR;134.58;891.47;01/01/2023;30/09/2023
7140;FR;Francia;7009920000;ESPEJOS DE VIDRIO ENMARCADOS;23.36;889;01/01/2023;30/09/2023
7141;NL;Países Bajos (Holanda);8512209000;LOS DEMÁS APARATOS DE ALUMBRADO UTILIZADOS EN VEHÍCULOS AUTOMÓVILES;7.85;888.68;01/01/2023;30/09/2023
7142;FR;Francia;8481909000;PARTES DE ARTÍCULOS DE GRIFERÍA Y ÓRGANOS SIMILARES PARA TUBERÍAS, CALDERAS, DEPÓSITOS, CUBAS O CONTINENTES SIMILARES, EXCEPTO LAS VÁLVULAS DISPENSADORAS;2;887.56;01/01/2023;30/09/2023
7143;NL;Países Bajos (Holanda);7315120000;LAS DEMÁS CADENAS ARTICULADAS DE FUNDICIÓN DE HIERRO O ACERO;7.84;887.42;01/01/2023;30/09/2023
7144;LV;Letonia;6103220000;CONJUNTOS DE PUNTO, PARA HOMBRES O NIÑOS, DE ALGODÓN;8.55;886.61;01/01/2023;30/09/2023
7145;DE;Alemania;8482400000;RODAMIENTOS DE AGUJAS;76.67;882.92;01/01/2023;30/09/2023
7146;FR;Francia;7013370000;LOS DEMÁS RECIPIENTES PARA BEBER, EXCEPTO LOS DE VITROCERÁMICA CON DE CRISTAL AL PLOMO.;308.79;882.74;01/01/2023;30/09/2023
7147;DE;Alemania;8481400090;LOS DEMÁS VÁLVULAS DE ALIVIO O SEGURIDAD;6.35;880;01/01/2023;30/09/2023
7148;DK;Dinamarca;6110209090;"LOS DEMÁS SUÉTERES (JERSEYS), «PULLOVERS», CARDIGANES, CHALECOS Y ARTÍCULOS SIMILARES, DE PUNTO Y DE ALGODÓN; A EXCEPCIÓN DE LOS CON CUELLO DE CISNE (SOUS PULL, TURTLE NECK).";1.75;875;01/01/2023;30/09/2023
7149;ES;España;8451401000;MÁQUINAS Y APARATOS PARA LAVAR EXCEPTO LA 84.50;44.11;874.43;01/01/2023;30/09/2023
7150;IT;Italia;6115940000;DEMÁS, CALCETINES Y DEMÁS ARTÍCULOS DE CALCETERÍA DE LANA O PELO FINO;14.84;873.66;01/01/2023;30/09/2023
7151;GR;Grecia;6104420000;VESTIDOS DE PUNTO PARA MUJERES O NIÑAS, DE ALGODÓN;16.08;870.67;01/01/2023;30/09/2023
7152;GB;Reino Unido;7116200000;MANUFACTURAS DE PIEDRAS PRECIOSAS O SEMIPRECIOSAS (NATURALES, SINTÉTICAS O RECONSTITUIDAS);19.97;862.2;01/01/2023;30/09/2023
7153;IT;Italia;902300000;TE NEGRO (FERMENTADO) Y TE PARCIALMENTE FERMENTADO, PRESENTADOS EN ENVASES DE CONTENIDO< =3KG;161.74;858.42;01/01/2023;30/09/2023
7154;IT;Italia;810903000;TOMATE DE ÁRBOL (LIMA TOMATE, TAMARILLO) (CYPHOMANDRA BETACEA) FRESCO;371.66;854;01/01/2023;30/09/2023
7155;PL;Polonia;9022900000;LOS DEMÁS, INCLUIDAS LAS PARTES Y ACCESORIOS;11.99;848.75;01/01/2023;30/09/2023
7156;IT;Italia;3004902900;LOS DEMÁS MEDICAMENTOS PARA USO HUMANO;147.38;840;01/01/2023;30/09/2023
7157;SE;Suecia;6103320000;CHAQUETAS (SACOS) DE PUNTO, PARA HOMBRES O NIÑOS, DE ALGODÓN;8.69;840;01/01/2023;30/09/2023
7158;NL;Países Bajos (Holanda);8537109000;LOS DEMÁS CUADROS, PANELES, CONSOLAS PARA CONTROL O DISTRIBUCIÓN DE ELECTRICIDAD PARA UNA TENSIÓN INFERIOR O IGUAL A 1.000 V, ASÍ COMO LOS APARATOS DE CONTROL NUMÉRICO;7.37;833.81;01/01/2023;30/09/2023
7159;SE;Suecia;8504409000;LOS DEMÁS CONVERTIDORES ESTÁTICOS;5.52;832.38;01/01/2023;30/09/2023
7160;DE;Alemania;8482990000;LAS DEMÁS PARTES DE RODAMIENTOS DE BOLAS, DE RODILLOS O DE AGUJAS;72.26;832.1;01/01/2023;30/09/2023
7161;SE;Suecia;8544429000;LOS DEMÁS CONDUCTORES ELÉCTRICOS PARA UNA TENSIÓN INFERIOR O IGUAL A 1.000 V, PROVISTOS DE PIEZAS DE CONEXIÓN, EXCEPTO DE TELECOMUNICACIÓN Y LOS DEMÁS DE COBRE;3.44;831.74;01/01/2023;30/09/2023
7162;FR;Francia;7326200000;MANUFACTURAS DE ALAMBRE DE HIERRO O ACERO;0.6;827.65;01/01/2023;30/09/2023
7163;SE;Suecia;4016930000;JUNTAS O EMPAQUETADURAS DE CAUCHO VULCANIZADO SIN ENDURECER;38.62;827.23;01/01/2023;30/09/2023
7164;SE;Suecia;8482100000;RODAMIENTOS DE BOLAS;5.48;826.22;01/01/2023;30/09/2023
7165;SE;Suecia;9030310000;MULTÍMETROS;3.38;816;01/01/2023;30/09/2023
7166;IT;Italia;6205200000;CAMISAS PARA HOMBRES O NIÑOS, DE ALGODÓN;6.28;810.45;01/01/2023;30/09/2023
7167;IT;Italia;8466910000;DEMÁS PARTES Y ACCESORIOS PARA MÁQUINAS DE LA PARTIDA NO 84.64;1370;810.01;01/01/2023;30/09/2023
7168;GB;Reino Unido;8204200000;CUBOS DE AJUSTE INTERCAMBIABLES, INCLUSO CON MANGO;23.78;808.53;01/01/2023;30/09/2023
7169;BE;Bélgica;8409994000;BLOQUES Y CULATAS;56.55;807;01/01/2023;30/09/2023
7170;DE;Alemania;4202220000;BOLSOS DE MANO, INCLUSO CON BANDOLERA O SIN ASAS CON LA SUPERFICIE EXTERIOR DE HOJAS DE PLÁSTICO;7.26;807;01/01/2023;30/09/2023
7171;ES;España;1212930000;CAÑA DE AZÚCAR;324;802.8;01/01/2023;30/09/2023
7172;CZ;República Checa;6101901000;ABRIGOS, CHAQUETAS, CAPAS Y ARTÍCULOS SIMILARES DE PUNTO, PARA HOMBRES O NIÑOS DE LANA O PELO FINO;10.23;800;01/01/2023;30/09/2023
7173;FR;Francia;3926200000;PRENDAS Y COMPLEMENTOS (ACCESORIOS), DE VESTIR (INCLUIDOS LOS GUANTES);12.01;797;01/01/2023;30/09/2023
7174;DE;Alemania;2204299000;VINOS EN RECIPIENTES CON CAPACIDAD >A 2 L;135;796.05;01/01/2023;30/09/2023
7175;FR;Francia;6203429020;PANTALONES CORTOS (CALZONES) Y SHORTS;25.43;795.06;01/01/2023;30/09/2023
7176;NL;Países Bajos (Holanda);9032200000;MANÓSTATOS (PRESOSTATOS);7.02;794.43;01/01/2023;30/09/2023
7177;ES;España;810902000;CHIRIMOYA, GUANÁBANA Y DEMÁS ANONAS (ANNONA SPP.) FRESCAS;280;792.75;01/01/2023;30/09/2023
7178;FR;Francia;2208701000;LICORES DE ANÍS;90;792.14;01/01/2023;30/09/2023
7179;DK;Dinamarca;8409999100;GUÍAS DE VÁLVULAS;3.6;789.42;01/01/2023;30/09/2023
7180;FR;Francia;1005909000;LOS DEMÁS MAÍZ EXCEPTO MAÍZ DURO (ZEA MAYS CONVAR. VULGARIS O ZEA MAYS VAR. INDURATA), AMARILLO, BLANCO, MAÍZ REVENTÓN (ZEA MAYS CONVAR. MICROSPERMA O ZEA MAYS VAR. EVERTA), BLANCO GIGANTE (ZEA MAYS AMILÁCEA CV. GIGANTE), MORADO (ZEA MAYS AMILÁCEA CV. MORADO) Y PARA SIEMBRA.;79.48;786.31;01/01/2023;30/09/2023
7181;IT;Italia;1108130000;FÉCULA DE PAPA (PATATA);194;778;01/01/2023;30/09/2023
7182;IT;Italia;2104102000;SOPAS, POTAJES O CALDOS, PREPARADOS;139.45;777.6;01/01/2023;30/09/2023
7183;ES;España;8505110000;IMANES Y ARTÍCULOS DESTINADOS A SER IMANTADOS PERMANENTEMENTE, DE METAL;39.17;776.41;01/01/2023;30/09/2023
7184;SE;Suecia;8406900000;PARTES PARA TURBINAS DE VAPOR, INCLUSO LAS TURBINAS PARA LA PROPULSIÓN DE BARCOS;24.04;774.34;01/01/2023;30/09/2023
7185;NL;Países Bajos (Holanda);6105100080;LAS DEMÁS CAMISAS DE PUNTO ALGODÓN CON CUELLO Y ABERTURA DELANTERA PARCIAL PARA HOMBRES;14.02;774;01/01/2023;30/09/2023
7186;DE;Alemania;5510200000;LOS DEMÁS HILADOS MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON LANA O PELO FINO;29.5;772.9;01/01/2023;30/09/2023
7187;SE;Suecia;7320209000;LOS DEMÁS MUELLES DE HIERRO O ACERO;4.61;771.95;01/01/2023;30/09/2023
7188;GB;Reino Unido;6102900000;ABRIGOS, CHAQUETONES, CAPAS Y ARTÍCULOS SIMILARES DE PUNTO, PARA MUJERES O NIÑAS, DE LAS DEMÁS MATERIAS TEXTILES;8.6;768;01/01/2023;30/09/2023
7189;GR;Grecia;6114200000;LAS DEMÁS PRENDAS DE VESTIR DE PUNTO DE ALGODÓN;14.11;764;01/01/2023;30/09/2023
7190;GB;Reino Unido;4205009090;"LAS DEMÁS MANUFACTURAS DE CUERO NATURAL O CUERO REGENERADO; A EXCEPCIÓN DE LOS ARTÍCULOS PARA USOS TÉCNICOS DE CUERO NATURAL O CUERO REGENERADO.";24.02;762.12;01/01/2023;30/09/2023
7191;ES;España;6203429010;PANTALONES LARGOS Y PANTALONES CON PETO;3.59;761.6;01/01/2023;30/09/2023
7192;DK;Dinamarca;8504409000;LOS DEMÁS CONVERTIDORES ESTÁTICOS;249.53;761.12;01/01/2023;30/09/2023
7193;DE;Alemania;5111114000;PELO FINO DE ALPACA O DE LLAMA CON UN CONTENIDO>=85% EN PESO DE GRAMAJE<=300G/M2;8.47;761.09;01/01/2023;30/09/2023
7194;IT;Italia;604900000;LOS DEMÁS FOLLAJE, HOJAS, RAMAS Y DEMÁS PARTES DE PLANTAS, SIN FLORES NI CAPULLOS, Y HIERBAS, MUSGOS Y LÍQUENES, PARA RAMOS O ADORNOS, FRESCOS, SECOS, BLANQUEADOS, TEÑIDOS, IMPREGNADOS O PREPARADOS DE OTRA FORMA EXCEPTO LOS FRESCOS.;122.11;760.31;01/01/2023;30/09/2023
7195;NL;Países Bajos (Holanda);904219000;LOS DEMÁS FRUTOS DE LOS GÉNEROS CAPSICUM O PIMENTA: SECOS, SIN TRITURAR NI PULVERIZAR EXCEPTO PAPRIKA (CAPSICUM ANNUUM, L).;84;756;01/01/2023;30/09/2023
7196;ES;España;5909000000;MANGUERAS PARA BOMBAS Y TUBOS SIMILARES, DE MATERIA TEXTIL, INCLUSO CON ARMADURA O ACCESORIOS DE OTRAS MATERIAS.;10.26;754.54;01/01/2023;30/09/2023
7197;IT;Italia;1005901200;MAÍZ DURO BLANCO;380;754;01/01/2023;30/09/2023
7198;LT;Lituania;9503009300;JUGUETES QUE REPRESENTEN ANIMALES O SERES NO HUMANOS;3.69;752.4;01/01/2023;30/09/2023
7199;IT;Italia;2501002000;CLORURO DE SODIO CON MÍNIMO DE 99,5% DE PUREZA.;131.71;751.68;01/01/2023;30/09/2023
7200;PL;Polonia;1104299000;GRANOS DE LOS DEMÁS CEREALES MONDADOS, PERLADOS, TROCEADOS O QUEBRANTADOS;300;750;01/01/2023;30/09/2023
7201;NL;Países Bajos (Holanda);9013200000;LÁSERES, EXCEPTO LOS DIODOS LÁSER;6.62;749.44;01/01/2023;30/09/2023
7202;IT;Italia;803101000;PLÁTANOS «PLANTAINS» FRESCOS;380;742;01/01/2023;30/09/2023
7203;ES;España;2002900000;LOS DEMÁS TOMATES PREPARADOS O CONSERVADOS (EXCEPTO EN VINAGRE);426.25;739;01/01/2023;30/09/2023
7204;IT;Italia;6110203000;CARDIGANES;3.27;730;01/01/2023;30/09/2023
7205;DE;Alemania;1206001000;SEMILLA DE GIRASOL PARA SIEMBRA;121.66;729.96;01/01/2023;30/09/2023
7206;DK;Dinamarca;8507800090;LOS DEMÁS;332.47;722.31;01/01/2023;30/09/2023
7207;DE;Alemania;6110309000;SUÉTERES, PULLOVERS, CARDIGANS, CHALECOS Y ARTÍCULOS SIMILARES DE FIBRAS ARTIFICIALES;12.94;720;01/01/2023;30/09/2023
